Porosity_used,k0_m2,Permeability_mD,Tortuosity,OutletHConc,C_molL,pH,eta_Pa_s,K_f_Pa,omega_rad_s,theta_deg,Lambda_m,debye_d_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,RE_energy_proxy,TTM_energy_proxy_abs,matrix_cond,scan,scan_value,RE_abs_norm_to_scan_start,TTM_abs_norm_to_scan_start,RE_energy_proxy_norm_to_scan_start,TTM_energy_proxy_abs_norm_to_scan_start,L_abs_norm_to_scan_start
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.060927046613686746,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.82940629805189e-11,0.0013246231486750723,12396903.214798264,9745673.672374701,15769000.115590492,-1.6815099451803014e-09,5.980055548531152e-10,1.784681018943005e-09,248661364645492.97,3.185086339375442e-18,2.223239974197497e+27,viscosity_Pa_s,0.060927046613686746,0.002748168659186104,1.3976125772177407e-05,7.552430979332749e-06,1.953320915997215e-10,0.0017400918716604695
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.07257039612324216,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.580223673502406e-11,0.0013246105623066285,10342063.770639881,8336937.677399576,13283930.625866225,-1.1886458290790405e-09,4.3020243143370696e-10,1.264101672729877e-09,176462812872826.62,1.597953038998473e-18,2.643782403685986e+27,viscosity_Pa_s,0.07257039612324216,0.002315079050618738,9.899384696407094e-06,5.359591010613757e-06,9.799781736745898e-11,0.0014624600246915742
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0864388262059828,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.528620052523234e-11,0.0013245999933709988,8632169.341322359,7111087.281986476,11184002.40831946,-8.548631835518189e-10,2.6093873939172814e-10,8.938009220781186e-10,125081909869295.48,7.988800883076951e-19,3.1476860678055496e+27,viscosity_Pa_s,0.0864388262059828,0.0019491105762893524,6.999499613466142e-06,3.7990320386030116e-06,4.8992994838912677e-11,0.00122874027080297
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.10295755673125127,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.6440486653349227e-11,0.0013245911186371194,7208785.6162532605,6050964.925240376,9411735.577861777,-6.167475797344796e-10,1.4277051340128405e-10,6.33056866802031e-10,88580766587589.16,4.0076099660520444e-19,3.7396278381744283e+27,viscosity_Pa_s,0.10295755673125127,0.0016402458338531122,4.9575707353047735e-06,2.6904063954724916e-06,2.4577507595550314e-11,0.001032143565745934
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.12263306841775644,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.900397911342001e-11,0.0013245836666299418,6023259.8351072455,5138693.94893867,7917438.635194785,-4.25179628548872e-10,1.3636665574628923e-10,4.465126888817201e-10,62685834542075.06,1.9937358133238376e-19,4.4599385102080706e+27,viscosity_Pa_s,0.12263306841775644,0.0013798247548212877,3.496713100237962e-06,1.903916354017627e-06,1.2227002505375782e-11,0.0008668665852040965
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.1460686320364989,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.2754667649578734e-11,0.0013245774093505515,5035218.923211078,4356782.102331808,6658451.763875871,-2.993095395876229e-10,1.0035641596540498e-10,3.156859368321247e-10,44334979891861.695,9.965761071357621e-20,5.304942905959858e+27,viscosity_Pa_s,0.1460686320364989,0.0011604127289018596,2.4721876407283787e-06,1.3465577013974606e-06,6.111711730970148e-12,0.0007279751333144359
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.17398280529303659,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.7504499526587538e-11,0.0013245721553191995,4211219.216823966,3688771.5868353294,5598339.3173325155,-2.1035834836917661e-10,7.466895590768347e-11,2.2321757929193534e-10,31341403111991.094,4.982608770495144e-20,6.307898743460662e+27,viscosity_Pa_s,0.17398280529303659,0.0009756598733341076,1.7480529739666052e-06,9.519121884343268e-07,3.0556891997934935e-12,0.0006112897228518183
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.20723146452190294,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.3094605431643346e-11,0.0013245677437302738,3523573.077102435,3119582.858250713,4706098.6431621695,-1.5363135618543244e-10,3.358903141883086e-11,1.5726034667083248e-10,22147364439172.812,2.4730816635030412e-20,7.526481517644445e+27,viscosity_Pa_s,0.20723146452190294,0.0008201631494307478,1.2315312152249468e-06,6.72667591684163e-07,1.5166691340734343e-12,0.0005132794705111621
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.24683404670686512,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.9391019175385868e-11,0.0013245640395417831,2949355.9714138606,2635655.8078945,3955424.3999604653,-1.0839788077335503e-10,2.3673572055696515e-11,1.1095286643449436e-10,15645382183802.607,1.2310538570030745e-20,8.966130657246592e+27,viscosity_Pa_s,0.24683404670686512,0.0006893381501725167,8.688898462037246e-07,4.751870852832672e-07,7.549695648359323e-13,0.0004309669669167247
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.29400480643347077,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.6280921156510808e-11,0.0013245609293501812,2469575.712203646,2224963.7221116014,3324043.8870476508,-7.239962523347197e-11,3.2738849678696067e-11,7.945777502693774e-11,11049267763018.855,6.31353801223145e-21,1.052165897761472e+28,viscosity_Pa_s,0.29400480643347077,0.0005793032636934211,6.222466903422161e-07,3.355922713258495e-07,3.8719094364184187e-13,0.0003618447873198069
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.3501900461431713,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.3669387342161417e-11,0.0013245583179251022,2068484.69947711,1876950.1406164477,2793129.209745051,-5.3922581153541385e-11,1.1904386355909581e-11,5.5221003004029386e-11,7801570782331.013,3.0493591727710223e-21,1.272173410607096e+28,viscosity_Pa_s,0.3501900461431713,0.000486777227408953,4.324446077804945e-07,2.3695206912394752e-07,1.8700833879842575e-13,0.00030380323742544834
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.4171124612056516,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.1476602058484164e-11,0.0013245561252985868,1733013.3515044062,1582422.7882520065,2346784.4292290225,-3.8012448216170125e-11,8.48861256948868e-12,3.8948719654719034e-11,5507397157271.789,1.5170027627418968e-21,1.5154688541821691e+28,viscosity_Pa_s,0.4171124612056516,0.0004089897502059625,3.050137244593039e-07,1.672726157735356e-07,9.303337210853615e-14,0.0002550684074374722
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.49682395947343877,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,9.635483676159261e-12,0.0013245542843201667,1452302.9904054115,1333427.542164921,1971601.6296768684,-2.4482643520911252e-11,1.558191154017747e-11,2.9020609935318958e-11,3887212986144.4834,8.421958010179335e-22,1.708788404602026e+28,viscosity_Pa_s,0.49682395947343877,0.00034360414530793616,2.2726509114863398e-07,1.1806380867279729e-07,5.164942165479691e-14,0.00021414940272768493
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.5917685748188831,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,8.089670919706305e-12,0.0013245527386033394,1217322.657004419,1123115.844590001,1656280.064368768,-1.8874187552321722e-11,4.3640571001484275e-12,1.93721436638688e-11,2743263651625.41,3.752799501335721e-22,2.1505089091068942e+28,viscosity_Pa_s,0.5917685748188831,0.00028865095632999463,1.5170639091756176e-07,8.331937459022046e-08,2.301482904523207e-14,0.00017979358939759703
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.7048574036451903,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.791820234201288e-12,0.0013245514408008357,1020554.3962716961,945614.5076542617,1391300.8563339913,-1.329494124115442e-11,3.1472726059279253e-12,1.3662385862717133e-11,1935718072835.6975,1.8666078746177298e-22,2.5614723532987437e+28,viscosity_Pa_s,0.7048574036451903,0.00024247126519427297,1.0699235389327084e-07,5.879231444491145e-08,1.1447363791622907e-14,0.00015094875311622819
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.8395578619995121,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.702169216477446e-12,0.0013245503511560843,855733.682851718,795903.3109560465,1168649.7406655946,-9.361347184160825e-12,2.27884812550376e-12,9.634727286306956e-12,1365742216357.7615,9.28279698815078e-23,3.0510575041933043e+28,viscosity_Pa_s,0.8395578619995121,0.00020366837258678597,7.545110801582177e-08,4.148080599214987e-08,5.692869700815205e-15,0.0001267311712625492
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1.0,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.787326331197921e-12,0.0013245494362866827,717636.1767374623,669702.508278212,981581.953662806,-6.590473017849734e-12,1.6575207491331658e-12,6.795712591981238e-12,963503131756.491,4.6181709632812355e-23,3.6333511517600482e+28,viscosity_Pa_s,1.0,0.0001710668236226198,5.3218324669217926e-08,2.9263858144332513e-08,2.8321900805982894e-15,0.00010639871426747139
0.24,1e-16,0.10132499658281448,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,8.755950357709131e-08,9.659867403768781e-09,3.74432089273151e-09,0.00196003699711679,501984050.11503816,488297771.0370679,700301863.3201442,-2.5781597419102836e-06,3.23108287941806e-07,2.5983276584263938e-06,4.904226997696659e+17,6.751306620543586e-12,4.2412168259737715e+25,permeability_m2,1e-16,1.0,1.0,1.0,1.0,1.0
0.24,1.1497569953977357e-16,0.11649912362974263,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,9.388718566121066e-08,9.659867403768781e-09,3.81577177618898e-09,0.0019168339944394693,515264679.94992805,499944420.6551863,717942974.161703,-2.7492354489469084e-06,3.6250102328230875e-07,2.77303129185861e-06,5.1544211414815174e+17,7.68970254562703e-12,4.185487643467959e+25,permeability_m2,1.1497569953977357e-16,1.0251907238371778,1.067236952532007,1.0510160202417966,1.138994712849805,1.0190824679573192
0.24,1.3219411484660287e-16,0.1339456823510022,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.006721517513138e-07,9.659867403768781e-09,3.882408460170747e-09,0.0018765427418394182,527850253.755065,510850007.82763606,734570364.8302063,-2.918347920798909e-06,4.031432502712231e-07,2.946061619700199e-06,5.3959362088678234e+17,8.679279067070562e-12,4.135721711080077e+25,permeability_m2,1.3219411484660287e-16,1.0489339002292446,1.1338299117688648,1.100262327050135,1.285570268821792,1.036879202235923
0.24,1.519911082952933e-16,0.1540049852863878,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.0794744849218292e-07,9.659867403768781e-09,3.944555571537383e-09,0.0018389669962095034,539773107.3727967,521043737.87651634,750227688.2541837,-3.084900853247102e-06,4.448619941708721e-07,3.116811747318465e-06,5.628415842232166e+17,9.714515468222382e-12,4.091158043589846e+25,permeability_m2,1.519911082952933e-16,1.071291863621982,1.1995453064630335,1.1476662570626588,1.4389089422574932,1.0534769012972605
0.24,1.7475284000076829e-16,0.17706830915914973,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.1574851071781543e-07,9.659867403768781e-09,4.0025158608390975e-09,0.0018039237406045423,551065768.3029755,530553643.9404237,764957940.0815516,-3.2483560435307792e-06,4.874944801526099e-07,3.2847325391456457e-06,5.851606500938106e+17,1.07894678537222e-11,4.051149677730377e+25,permeability_m2,1.7475284000076829e-16,1.0923260098936074,1.2641717946900333,1.1931761118900892,1.5981303264898192,1.0689564210719216
0.24,2.009233002565046e-16,0.20358552711898137,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.2411333403922407e-07,9.659867403768781e-09,4.056571668674075e-09,0.0017712422928456402,561760917.3318965,539406385.705471,778803298.132085,-3.4082312571233585e-06,5.309027796820463e-07,3.4493329882031964e-06,6.065345771814132e+17,1.1897898063506792e-11,4.01514276228511e+25,permeability_m2,2.009233002565046e-16,1.1120965671000274,1.327520406064642,1.2367587745556659,1.7623104285180318,1.0833931665816108
0.24,2.310129700083158e-16,0.23407388396678425,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.330826599046781e-07,9.659867403768781e-09,4.1069862891288505e-09,0.0017407634742008522,571891144.0684111,547627122.8640141,791804866.3403088,-3.5641014024687507e-06,5.749596680848499e-07,3.6101796945587012e-06,6.269549463601943e+17,1.3033397427003958e-11,3.9826611816105375e+25,permeability_m2,2.310129700083158e-16,1.1306622298366409,1.389424341018295,1.2783970779791651,1.930499999414123,1.0968574560747044
0.24,2.656087782946684e-16,0.2691280855307281,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.4270017403373377e-07,9.659867403768781e-09,4.154005235658786e-09,0.0017123388340932598,581489003.3029627,555239321.8476875,804002590.4735337,-3.7155936074357276e-06,6.195700632244808e-07,3.7668956607346095e-06,6.464201654881528e+17,1.418950291886123e-11,3.953295323891191e+25,permeability_m2,2.656087782946684e-16,1.1480800388874342,1.4497385071965585,1.3180877756917724,2.101741739248506,1.1094148591063755
0.24,3.0538555088334123e-16,0.30943189899695467,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.5301271919154137e-07,9.659867403768781e-09,4.197857413850425e-09,0.0016858299270604542,590586864.7826772,562264631.0525566,815435074.1699181,-3.8623863382224536e-06,6.64660860678518e-07,3.91915836442027e-06,6.649343601864997e+17,1.5359802285405362e-11,3.92669070252925e+25,permeability_m2,3.0538555088334123e-16,1.1644051185354916,1.5083387777174342,1.3558392800716519,2.2750858683661233,1.1211265097495575
0.24,3.511191734215127e-16,0.35577149047095424,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.6407052333975972e-07,9.659867403768781e-09,4.238756204465492e-09,0.0016611076384439086,599216902.5034589,568722724.9463745,826139476.1880522,-4.0042056763815515e-06,7.101857106134374e-07,4.066697289241695e-06,6.825064341162692e+17,1.653802684232575e-11,3.902539518491661e+25,permeability_m2,3.511191734215127e-16,1.17969052983996,1.565121040856171,1.3916697461940855,2.4496038725307043,1.1320493958447262
0.24,4.03701725859655e-16,0.40905075993205847,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.7592744427530406e-07,9.659867403768781e-09,4.276900458944903e-09,0.0016380515555240772,607411083.399408,574631150.9560509,836151412.0573608,-4.140821525556627e-06,7.561266892300325e-07,4.209290970778699e-06,6.991491838855183e+17,1.7718130476679085e-11,3.880574962023905e+25,permeability_m2,4.03701725859655e-16,1.1939871301971858,1.6200000631667606,1.4256052670765114,2.6244002046603088,1.142236624870277
0.24,4.641588833612773e-16,0.47030897270464406,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,1.8864123194845621e-07,9.659867403768781e-09,4.312475408080395e-09,0.0016165493810383943,615201191.0997338,580005163.7700579,845504876.1127656,-4.272042527461051e-06,8.025003666995427e-07,4.346763646092194e-06,7.14878495530463e+17,1.8894354194988703e-11,3.860564139960519e+25,permeability_m2,4.641588833612773e-16,1.20734346200967,1.6729082000091906,1.457678235257495,2.7986218456579905,1.1517376666224812
0.24,5.336699231206302e-16,0.5407410313654872,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,2.0227380973797616e-07,9.659867403768781e-09,4.345653482749067e-09,0.0015964963862257783,622618841.3802747,584857554.9996535,854232158.8900106,-4.397711576862149e-06,8.493579607262062e-07,4.47898158722676e-06,7.297125812818883e+17,2.0061276058716346e-11,3.842303313252987e+25,permeability_m2,5.336699231206302e-16,1.2198056347302577,1.7237939844504957,1.4879257865196864,2.971465700827716,1.1605985724099839
0.24,6.135907273413163e-16,0.6217207835110553,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,2.1689157605318436e-07,9.659867403768781e-09,4.37659504333141e-09,0.0015777949007337556,629695497.0655173,589198470.478694,862363761.2046446,-4.517702808125673e-06,8.967761926539129e-07,4.605849129341673e-06,7.436712566390212e+17,2.1213846202257445e-11,3.8256144341838514e+25,permeability_m2,6.135907273413163e-16,1.2314172021707352,1.7726205986396186,1.5163883258020012,3.14218378672148,1.1688621698603003
0.24,7.054802310718631e-16,0.714827820025997,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,2.3256572773198873e-07,9.659867403768781e-09,4.405449011537028e-09,0.0015603538369038563,636462614.4597548,593035165.5499015,869928368.9958303,-4.63190948577233e-06,9.448934355632198e-07,4.727304632553116e-06,7.567753671837455e+17,2.2347409088958153e-11,3.8103417137043876e+25,permeability_m2,7.054802310718631e-16,1.242219126579906,1.8193643196701679,1.5431083584409448,3.3100865276888927,1.1765682316622228
0.24,8.111308307896889e-16,0.821878286579807,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,2.493726068099892e-07,9.659867403768781e-09,4.432353394635906e-09,0.0015440882461183521,642951532.6080022,596371816.3505951,876952687.7889632,-4.740253105713439e-06,9.938357040209347e-07,4.843315900580169e-06,7.690460166202867e+17,2.3457708912812693e-11,3.7963481773667216e+25,permeability_m2,8.111308307896889e-16,1.2522495422635522,1.8640127563870796,1.5681289160992757,3.4745435559737587,1.1837536155728552
0.24,9.32603346883218e-16,0.9449603093606342,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,2.673940723496192e-07,9.659867403768781e-09,4.4574356872629444e-09,0.0015289189050475846,649193820.1341407,599209144.7268301,883461496.1754804,-4.842651877883554e-06,1.0438445339469493e-06,4.953876120919863e-06,7.805042152246184e+17,2.4540888621420032e-11,3.7835136953063103e+25,permeability_m2,9.32603346883218e-16,1.2615438319512289,1.9065632869104905,1.5914928399341903,3.634983566994933,1.1904523717280042
0.24,1.0722672220103253e-15,1.086474726060602,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,2.867178991403541e-07,9.659867403768781e-09,4.48081312967324e-09,0.0015147719297827142,655221076.3401018,601544176.4088752,889477405.5880866,-4.939039894238686e-06,1.0951497783480285e-06,5.05899872641781e-06,7.911700550517135e+17,2.5593468113897023e-11,3.771733219740977e+25,permeability_m2,1.0722672220103253e-15,1.270134283765943,1.947021081044742,1.613241098797625,3.7908910900326354,1.1966958116147073
