Porosity_used,k0_m2,Permeability_mD,Tortuosity,OutletHConc,C_molL,pH,eta_Pa_s,K_f_Pa,omega_rad_s,theta_deg,Lambda_m,debye_d_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,RE_energy_proxy,TTM_energy_proxy_abs,matrix_cond,scan,scan_value,RE_abs_norm_to_scan_start,TTM_abs_norm_to_scan_start,RE_energy_proxy_norm_to_scan_start,TTM_energy_proxy_abs_norm_to_scan_start,L_abs_norm_to_scan_start
0.24,3.9e-13,395.1674866729765,3.481012658227848,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.727047239091014e-06,9.659867403768781e-09,9.36098957754096e-10,0.0008770207097632114,191879602.44083938,-3001646.9287273195,191903078.96732482,9.653910352999891e-08,3.885541111675791e-07,4.0036745099421264e-07,3.6826791717139304e+16,1.6029409581560326e-13,1.9502147679364928e+26,tortuosity,3.481012658227848,0.21936039008797256,0.1078214364099378,0.048118980739547484,0.011625462149502259,0.1569656080476651
0.24,3.9e-13,395.1674866729765,3.5316455696202533,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.775794595843597e-06,9.659867403768781e-09,9.160823506458916e-10,0.0008644078437220294,188212265.14547336,-3115224.848558486,188238044.44651204,9.436107935829822e-08,3.7800047840088085e-07,3.8960027588408845e-07,3.5433561377047044e+16,1.5178837496895783e-13,1.998234048424377e+26,tortuosity,3.5316455696202533,0.2151709658927085,0.10492176940761772,0.046298544563201136,0.011008577695625304,0.15360921193188617
0.24,3.9e-13,395.1674866729765,3.5822784810126582,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.824193743817988e-06,9.659867403768781e-09,8.96768394286995e-10,0.0008521523451456729,184660944.45335242,-3218860.197368337,184688996.60611704,9.304737245325196e-08,3.6777942698844e-07,3.793672632639768e-07,3.411002546737431e+16,1.439195204363995e-13,2.0461042885760692e+26,tortuosity,3.5822784810126582,0.21111412364244694,0.10216595567510377,0.04456917320131838,0.010437882499007269,0.1503706366951892
0.24,3.9e-13,395.1674866729765,3.632911392405063,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.872252039998666e-06,9.659867403768781e-09,8.781230673074902e-10,0.000840239243567426,181220557.78864223,-3313298.104264548,181250844.162322,9.192159774564174e-08,3.5795023591052495e-07,3.6956454310514156e-07,3.285186850955434e+16,1.3657795152051204e-13,2.0941965375227807e+26,tortuosity,3.632911392405063,0.20718404359729453,0.09952602236977233,0.042925227921325644,0.009905429128748424,0.14724417761482955
0.24,3.9e-13,395.1674866729765,3.6835443037974684,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.919976585897317e-06,9.659867403768781e-09,8.601144354429983e-10,0.0008286543929852126,177886304.79774213,-3399222.92652629,177918779.64706096,9.032300338862474e-08,3.485550908886212e-07,3.60067905158897e-07,3.165509215109943e+16,1.2964889632551645e-13,2.1430980924414165e+26,tortuosity,3.6835443037974684,0.20337523044119915,0.09696851890167944,0.04136148435701086,0.009402893657985363,0.1442244799351115
0.24,3.9e-13,395.1674866729765,3.7341772151898733,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.967374239802851e-06,9.659867403768781e-09,8.427124972862068e-10,0.0008173844158843814,174653654.16574854,-3477275.7636820176,174688266.23498666,8.970907219106559e-08,3.394197244550185e-07,3.510747313357977e-07,3.051599036018558e+16,1.2325346698250253e-13,2.191516164340767e+26,tortuosity,3.7341772151898733,0.1996824982241319,0.09454660144289771,0.039873100097030434,0.008939059844402148,0.1413065130029165
0.24,3.9e-13,395.1674866729765,3.7848101265822782,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.014451628286392e-06,9.659867403768781e-09,8.258890433208066e-10,0.0008064166517595692,171518311.6168031,-3548027.7233534907,171555004.9418683,8.816504248975627e-08,3.3073441966474954e-07,3.422839918374787e-07,2.943111972060446e+16,1.171583310681992e-13,2.2411705788907814e+26,tortuosity,3.7848101265822782,0.19610093286726224,0.09217920080265929,0.0384555758714105,0.008497005060616982,0.13848554663043325
0.24,3.9e-13,395.1674866729765,3.8354430379746836,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.061215157015886e-06,9.659867403768781e-09,8.096175269364573e-10,0.0007957391097193821,168476220.85275987,-3612021.604250896,168514936.112196,8.684962592379023e-08,3.223535202018331e-07,3.3384824323278373e-07,2.83972836928975e+16,1.1145464950961593e-13,2.2910233916704486e+26,tortuosity,3.8354430379746836,0.19262589386340787,0.08990740141064406,0.03710473498667687,0.00808334082841468,0.1357571294668732
0.24,3.9e-13,395.1674866729765,3.8860759493670884,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.1076710209302845e-06,9.659867403768781e-09,7.938729462659422e-10,0.0007853404248010693,165523537.20351458,-3669750.5097067845,165564212.42879382,8.559715485256134e-08,3.142904713873925e-07,3.2573819752028276e-07,2.7411508437166764e+16,1.0610537332376275e-13,2.3411394054636066e+26,tortuosity,3.8860759493670884,0.18925298342488836,0.0877233158265121,0.03581669173522107,0.00769538013959799,0.13311706918485747
0.24,3.9e-13,395.1674866729765,3.9367088607594938,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.153825213819067e-06,9.659867403768781e-09,7.78631735810975e-10,0.0007752098176607762,162656616.45019913,-3721667.54827774,162699187.71883002,8.3938712196668e-08,3.0657579524595404e-07,3.1785912860247413e-07,2.647102568436709e+16,1.0103442563592418e-13,2.392099115134619e+26,tortuosity,3.9367088607594938,0.1859780336879102,0.08560143372500406,0.03458782901442146,0.007327605455776262,0.13056141430816995
0.24,3.9e-13,395.1674866729765,3.9873417721518987,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.199683537349033e-06,9.659867403768781e-09,7.638716669335082e-10,0.0007653370573389664,159872007.55775678,-3768201.2187333102,159916409.85518748,8.324975183631633e-08,2.990082966177665e-07,3.103811892287715e-07,2.55732581409723e+16,9.633648262706647e-14,2.4425149534187524e+26,tortuosity,3.9873417721518987,0.18279709859827184,0.08358757829630513,0.03341477925594632,0.00698688324544094,0.1280864375260832
0.24,3.9e-13,395.1674866729765,4.037974683544304,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.2452516095768515e-06,9.659867403768781e-09,7.495717563867494e-10,0.0007557124268307711,157166427.45075944,-3809726.931194545,157212594.71468914,8.122130267452626e-08,2.9190138345253016e-07,3.0299062307214733e-07,2.4715799936925104e+16,9.180331766964806e-14,2.4947289176985906e+26,tortuosity,4.037974683544304,0.17970642414355675,0.08159725301658749,0.03229439887846392,0.006658111699852997,0.12568862035578693
0.24,3.9e-13,395.1674866729765,4.088607594936709,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.2905348729827244e-06,9.659867403768781e-09,7.357121821461479e-10,0.0007463266912178322,154536771.0473812,-3846619.3906679265,154584637.29131487,8.059483130345798e-08,2.8486029656872554e-07,2.9604208382264696e-07,2.3896410086487376e+16,8.764091539405513e-14,2.5457775216253343e+26,tortuosity,4.088607594936709,0.17670246105641882,0.07972596832306032,0.03122375974339521,0.006356230025049619,0.12336463902887979
0.24,3.9e-13,395.1674866729765,4.139240506329114,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.335538602057689e-06,9.659867403768781e-09,7.222742058767507e-10,0.0007371710681420483,151980077.34662986,-3879198.7520377412,152029576.37658998,7.923094236032867e-08,2.7816771745896505e-07,2.892314320118689e-07,2.311299209324541e+16,8.365482126363634e-14,2.5980735314851407e+26,tortuosity,4.139240506329114,0.17378182444147416,0.0778918175715382,0.03020012250620735,0.006067135244597786,0.12111135149065123
0.24,3.9e-13,395.1674866729765,4.189873417721519,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.380267910474507e-06,9.659867403768781e-09,7.092401014408362e-10,0.0007282372004228857,149493538.43469423,-3907776.147399159,149544604.54374,7.777509476664502e-08,2.7173315525429006e-07,2.826444286208605e-07,2.2363588748143584e+16,7.988787303041271e-14,2.6508272516485154e+26,tortuosity,4.189873417721519,0.17094130518797948,0.07611789672584507,0.029220929819369947,0.005793934201966415,0.11892578541220088
0.24,3.9e-13,395.1674866729765,4.240506329113924,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.424727757869712e-06,9.659867403768781e-09,6.965930889096611e-10,0.0007195171306388868,147074485.06296209,-3932643.1117952014,147127053.38713273,7.742585793965976e-08,2.6534879527185115e-07,2.764140854405129e-07,2.1646369838380204e+16,7.640474662991516e-14,2.7026433398910266e+26,tortuosity,4.240506329113924,0.16817785309734734,0.07444002668580114,0.02828379027243294,0.0055413175729827875,0.11680512712549032
0.24,3.9e-13,395.1674866729765,4.291139240506329,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.468922956262321e-06,9.659867403768781e-09,6.843172735964051e-10,0.0007110032775109521,144720368.68150148,-3954048.4275250197,144774374.839876,7.54694482434954e-08,2.5943115199753327e-07,2.7018541826853805e-07,2.095961961027692e+16,7.300016024494486e-14,2.756870485620508e+26,tortuosity,4.291139240506329,0.16548855552768346,0.07276260800520151,0.027386462010639174,0.005294397123718615,0.1147467114003526
0.24,3.9e-13,395.1674866729765,4.341772151898734,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.512858176132673e-06,9.659867403768781e-09,6.723975896748676e-10,0.0007026884139401473,142428773.73899466,-3972249.1769499867,142484154.74121153,7.411328789288601e-08,2.5362720728270255e-07,2.642338731433137e-07,2.030173435231751e+16,6.981953971631679e-14,2.8107463223385346e+26,tortuosity,4.341772151898734,0.16287065290239056,0.07115982000965707,0.026526849576850982,0.00506371998380679,0.11274801199044299
0.24,3.9e-13,395.1674866729765,4.3924050632911396,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.556537952183183e-06,9.659867403768781e-09,6.608197479907064e-10,0.0006945656465663734,140197395.503035,-3987474.929403038,140254089.64499766,7.381515095537942e-08,2.478524496423371e-07,2.586107370243407e-07,1.967120966214704e+16,6.68795133042727e-14,2.8635062406778073e+26,tortuosity,4.3924050632911396,0.1603215122004306,0.06964547459528661,0.02570298727423281,0.004850492131602714,0.11080663288219772
0.24,3.9e-13,395.1674866729765,4.443037974683545,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.599966688801082e-06,9.659867403768781e-09,6.495701877098087e-10,0.0006866283967264444,138024031.08832756,-3999922.983906626,138081977.6138392,7.211990452779276e-08,2.4249105293196505e-07,2.52988520255665e-07,1.906663254174879e+16,6.400319138115103e-14,2.918644825571444e+26,tortuosity,4.443037974683545,0.1578386164332875,0.06813137676765024,0.02491302883757445,0.00464188450025551,0.10892030018720521
0.24,3.9e-13,395.1674866729765,4.493670886075949,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.64314866524179e-06,9.659867403768781e-09,6.386360314820969e-10,0.0006788703827010712,135906590.43485543,-4009802.478880199,135965730.3865469,7.14471141456852e-08,2.3714149948320106e-07,2.4767071061570367e-07,1.8486679839547164e+16,6.134078089688764e-14,2.9726772919498097e+26,tortuosity,4.493670886075949,0.15541957855333524,0.06669925766678074,0.02415524539769634,0.0044487909732996095,0.10708685462404735
0.24,3.9e-13,395.1674866729765,4.544303797468354,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.686088040550186e-06,9.659867403768781e-09,6.280050438292952e-10,0.0006712856031501094,133843073.34906867,-4017292.416735508,133903349.1809885,7.126054516860577e-08,2.3188010456935854e-07,2.425828687125774e-07,1.7930106921885736e+16,5.884644819282356e-14,3.0262566441780128e+26,tortuosity,4.544303797468354,0.15306211379458362,0.06532907030299907,0.02342801067926607,0.004267887426654195,0.1053042445407365
0.24,3.9e-13,395.1674866729765,4.594936708860759,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.728788858235802e-06,9.659867403768781e-09,6.176655924922556e-10,0.0006638683216443166,131831566.75934683,-4022548.860653187,131892922.07529736,6.914439965794002e-08,2.2711659020020508e-07,2.374087057127957e-07,1.739574289356046e+16,5.6362893548224827e-14,3.083301157660881e+26,tortuosity,4.594936708860759,0.1507640366791928,0.06393563613278806,0.022729794755804996,0.004087765567704274,0.10357051943341296
0.24,3.9e-13,395.1674866729765,4.6455696202531644,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.771255050716785e-06,9.659867403768781e-09,6.076066124977402e-10,0.0006566130522098684,129870253.8203529,-4025742.4243761757,129932634.19722663,6.751671830613636e-08,2.2242987529428316e-07,2.324511920258972e-07,1.6882489429430306e+16,5.403355667426053e-14,3.140008798046609e+26,tortuosity,4.6455696202531644,0.1485232726647106,0.06260054696553444,0.022059162523035972,0.0039188284803840815,0.1018838239210426
0.24,3.9e-13,395.1674866729765,4.69620253164557,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.813490443546495e-06,9.659867403768781e-09,5.978175727263716e-10,0.0006495145458091089,127957397.25669669,-4027028.3950583735,128020750.15560053,6.801950115020078e-08,2.175267149084015e-07,2.2791341390002288e-07,1.6389312470402694e+16,5.194452423556314e-14,3.1933481829729674e+26,tortuosity,4.69620253164557,0.14633783806183234,0.061378495186783726,0.02141476284861107,0.0037673196713940327,0.10024239213951157
0.24,3.9e-13,395.1674866729765,4.746835443037975,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.855498759435564e-06,9.659867403768781e-09,5.88288444783118e-10,0.0006425677776875624,126091323.3077566,-4026517.2815938,126155597.00195698,6.584359438254009e-08,2.1323625942582782e-07,2.2317052057817e-07,1.5915234654920178e+16,4.9805081255131406e-14,3.251894181967577e+26,tortuosity,4.746835443037975,0.14420582055821154,0.06010120461425746,0.02079531868286711,0.003612154796084843,0.09864454252181153
0.24,3.9e-13,395.1674866729765,4.7974683544303796,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.897283622081388e-06,9.659867403768781e-09,5.790096739893488e-10,0.0006357679355231314,124270452.65524654,-4024366.414417283,124335597.9925997,6.66283641374875e-08,2.0855784663878572e-07,2.1894226248544363e-07,1.5459340928177362e+16,4.7935714302244897e-14,3.305250284703752e+26,tortuosity,4.7974683544303796,0.14212541781115445,0.05896250849913223,0.02019963438799522,0.0034765774085102406,0.0970886729339709
0.24,3.9e-13,395.1674866729765,4.848101265822785,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.938848559816229e-06,9.659867403768781e-09,5.699721523314405e-10,0.0006291104083187736,122493252.34641573,-4020665.4490361423,122559220.87324053,6.500505179402116e-08,2.0444577099872735e-07,2.1453141969885773e-07,1.5020762621055758e+16,4.6023730038007444e-14,3.363624395282817e+26,tortuosity,4.848101265822785,0.1400948783328779,0.05777464119411752,0.019626574935103863,0.003337909165109021,0.09557325613906173
0.24,3.9e-13,395.1674866729765,4.898734177215189,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.980197009084266e-06,9.659867403768781e-09,5.611671932153109e-10,0.0006225907759848128,120758269.24265854,-4015533.7690529674,120825014.38829964,6.264947596994816e-08,2.0060960384126088e-07,2.1016462593085627e-07,1.4598684101932816e+16,4.416916999265675e-14,3.423789315809759e+26,tortuosity,4.898734177215189,0.13811254322352565,0.05659863656286519,0.019075074595670243,0.003203405660775301,0.09409683556402551
0.24,3.9e-13,395.1674866729765,4.949367088607595,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,8.021332317757364e-06,9.659867403768781e-09,5.525865078892505e-10,0.0006162047995614349,119064112.44619708,-4009084.6316429325,119131589.56458332,6.150087312340392e-08,1.9667680634514535e-07,2.0606824973553503e-07,1.4192335632184336e+16,4.2464123549066835e-14,3.481991410114544e+26,tortuosity,4.949367088607595,0.13617682477693252,0.05549545706024025,0.01854412760632738,0.0030797457543249697,0.09265802134624003
0.24,3.9e-13,395.1674866729765,5.0,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,8.06225774829855e-06,9.659867403768781e-09,5.442221834091889e-10,0.000609948412035953,117409447.96803993,-4001419.585660314,117477614.16908492,6.26167361530368e-08,1.9243016316875172e-07,2.0236161529205937e-07,1.3800989830860382e+16,4.0950223343611436e-14,3.53579197942102e+26,tortuosity,5.0,0.13428620014545273,0.05449723742737636,0.018032783549504588,0.0029699488872158303,0.0912554866387228
0.24,3.9e-13,395.1674866729765,2.3,1e-05,0.001,2.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,0.0,0.0013190130528176612,,,,,,,,,7.56897809981387e+19,pH,2.0,,,,,
0.24,3.9e-13,395.1674866729765,2.3,7.920164050192549e-06,0.001,2.1012658227848102,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.5224176947858266e-11,0.0013189681347858192,6684517.392921145,122681.64951379212,6685643.092731822,-4.174191145481757e-10,3.44973993604873e-10,5.415217202050884e-10,44697823563392.73,2.9324577345387805e-19,3.1400423008604754e+27,pH,2.1012658227848102,,,,,
0.24,3.9e-13,395.1674866729765,2.3,6.272899858196244e-06,0.001,2.2025316455696204,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.044835389571653e-11,0.0013189328247843217,13369108.536040356,245355.24788228478,13371359.77550864,1.0111229643558929e-10,1.4095801314454207e-09,1.413201982540418e-09,178793262246090.47,1.997139843456168e-18,2.4065410175622208e+27,pH,2.2025316455696204,,,,,
0.24,3.9e-13,395.1674866729765,2.3,4.968239594734388e-06,0.001,2.3037974683544302,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.0567253084357467e-10,0.0013189070991856157,20053743.453594908,368024.2975777652,20057120.141889967,6.392433890543636e-10,3.185748650829614e-09,3.249250156068691e-09,402288068386208.2,1.0557626576712412e-17,1.5700640923822566e+27,pH,2.3037974683544302,,,,,
0.24,3.9e-13,395.1674866729765,2.3,3.934927263095849e-06,0.001,2.4050632911392404,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.408967077914329e-10,0.0013188909408197533,26738392.224853598,490692.2842511975,26742894.340140805,1.1970311658975287e-09,5.644201503201839e-09,5.769739527992221e-09,715182397687935.1,3.3289894220875895e-17,1.1789366322324375e+27,pH,2.4050632911392404,,,,,
0.24,3.9e-13,395.1674866729765,2.3,3.1165269449294302e-06,0.001,2.5063291139240507,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.761208847392912e-10,0.0013188843389628823,33423025.00407707,613362.7115965199,33428652.593832407,1.7741853194501072e-09,8.835221800514207e-09,9.011596851392864e-09,1117474814239138.1,8.120887781203378e-17,9.435349216643885e+26,pH,2.5063291139240507,,,,,
0.24,3.9e-13,395.1674866729765,2.3,2.4683404670686487e-06,0.001,2.607594936708861,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.1134506168714947e-10,0.001318887289330053,40107611.432655685,736039.8336978904,40114364.62752069,1.3924966817345134e-09,1.2701454831465727e-08,1.2777558524397596e-08,1609162249469683.0,1.6326600184440568e-16,7.985310276444911e+26,pH,2.607594936708861,,,,,
0.24,3.9e-13,395.1674866729765,2.3,1.9549661430912598e-06,0.001,2.708860759493671,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.465692386350077e-10,0.001318899794072348,46792122.48985837,858725.7224308207,46800001.463378966,2.008284041138946e-09,1.729242877952428e-08,1.7408655832223605e-08,2190240136972273.2,3.0306129788481296e-16,6.837786961220193e+26,pH,2.708860759493671,,,,,
0.24,3.9e-13,395.1674866729765,2.3,1.548365256585499e-06,0.001,2.810126582278481,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.817934155828658e-10,0.0013189218617783234,53476528.43888398,981423.4784624969,53485533.42651492,3.6214101664285356e-09,2.2591998871269906e-08,2.288040700234532e-08,2860702285918845.0,5.235130245929728e-16,5.9456452239509204e+26,pH,2.810126582278481,,,,,
0.24,3.9e-13,395.1674866729765,2.3,1.2263306841775632e-06,0.001,2.911392405063291,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.170175925307241e-10,0.0013189535074797677,60160798.06926343,1104138.566984814,60170929.41201585,4.275115378848756e-09,2.85869790132702e-08,2.8904878145524503e-08,3620540746305794.0,8.3549198060762e-16,5.294558297855567e+26,pH,2.911392405063291,,,,,
0.24,3.9e-13,395.1674866729765,2.3,9.712740198471168e-07,0.001,3.0126582278481013,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.522417694785824e-10,0.001318994752661782,66844901.73381615,1226873.5938656298,66856159.82554533,4.947484028338721e-09,3.527895944940433e-08,3.562418529655636e-08,4469746106618862.0,1.2690825780433822e-15,4.773035619315902e+26,pH,3.0126582278481013,,,,,
0.24,3.9e-13,395.1674866729765,2.3,7.692649574879145e-07,0.001,3.113924050632911,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.874659464264405e-10,0.0013190456252771838,73528809.12217543,1349632.1185224473,73541194.42720968,5.638172476558033e-09,4.269114844624202e-08,4.306185254415431e-08,5408307277780655.0,1.854323144534489e-15,4.343266223325914e+26,pH,3.113924050632911,,,,,
0.24,3.9e-13,395.1674866729765,2.3,6.092704661368674e-07,0.001,3.2151898734177218,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.2269012337429893e-10,0.0013191061597652512,80212490.59323038,1472416.1205834993,80226003.61728874,7.325103909483284e-09,5.0807063869942e-08,5.13323960707962e-08,6436211656401226.0,2.635014886369093e-15,3.974464683625785e+26,pH,3.2151898734177218,,,,,
0.24,3.9e-13,395.1674866729765,2.3,4.825522042741279e-07,0.001,3.3164556962025316,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.57914300322157e-10,0.0013191763970748119,86895913.6066596,1595232.1870360607,86910554.98192729,8.051693992091485e-09,5.9615264398483e-08,6.015654183414566e-08,7553444567266607.0,3.618809525443317e-15,3.6738164905016916e+26,pH,3.3164556962025316,,,,,
0.24,3.9e-13,395.1674866729765,2.3,3.821892620633119e-07,0.001,3.4177215189873418,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.931384772700153e-10,0.0013192563846917038,93579049.0757708,1718080.6812896484,93594819.44612607,9.773716960691727e-09,6.913649591966831e-08,6.982392577962103e-08,8759990227152939.0,4.875380611278026e-15,3.408351183579731e+26,pH,3.4177215189873418,,,,,
0.24,3.9e-13,395.1674866729765,2.3,3.0270016537634616e-07,0.001,3.518987341772152,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.283626542178735e-10,0.0013193461766706075,100261864.75146998,1840966.8179711252,100278764.86209296,1.1512683153977851e-08,7.936457610029761e-08,8.019524806984399e-08,1.005583068226693e+16,6.431277812983816e-15,3.179232710895038e+26,pH,3.518987341772152,,,,,
0.24,3.9e-13,395.1674866729765,2.3,2.3974349678010785e-07,0.001,3.620253164556962,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.635868311657316e-10,0.0013194458336712954,106944328.98953307,1963894.2887935902,106962359.65889607,1.3268164631647579e-08,9.030436957339794e-08,9.127389197761506e-08,1.1440946383799038e+16,8.330923356741342e-15,2.9792554714833592e+26,pH,3.620253164556962,,,,,
0.24,3.9e-13,395.1674866729765,2.3,1.8988078244652613e-07,0.001,3.7215189873417724,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.988110081135901e-10,0.0013195554229993012,113626408.38701801,2086868.9931261449,113645570.54776868,1.406214739741886e-08,1.019169941273275e-07,1.028825431323334e-07,1.2915315705127868e+16,1.0584817681376443e-14,2.8079649205534468e+26,pH,3.7215189873417724,,,,,
0.24,3.9e-13,395.1674866729765,2.3,1.5038869469554104e-07,0.001,3.8227848101265822,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.340351850614482e-10,0.0013196750186510468,120308073.12113921,2209890.4293919397,120328367.70201488,1.5849594604825718e-08,1.1424187806398221e-07,1.153361016886001e-07,1.4478916073831298e+16,1.3302416352723102e-14,2.6517784997624414e+26,pH,3.8227848101265822,,,,,
0.24,3.9e-13,395.1674866729765,2.3,1.1911031332830068e-07,0.001,3.9240506329113924,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.692593620093064e-10,0.0013198047013634597,126989289.11907007,2332964.510770748,127010717.16345547,1.7652180659102068e-08,1.2727972293781625e-07,1.2849796633857225e-07,1.6131722274375282e+16,1.6511727353148846e-14,2.5120502503644323e+26,pH,3.9240506329113924,,,,,
0.24,3.9e-13,395.1674866729765,2.3,9.433732216299774e-08,0.001,4.025316455696203,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.044835389571648e-10,0.0013199445586681016,133670024.56995034,2456092.4850361175,133692587.14987221,2.04468092553876e-08,1.410267614650268e-07,1.4250129633810273e-07,1.7873707858826176e+16,2.0306619458039772e-14,2.3840672569794684e+26,pH,4.025316455696203,,,,,
0.24,3.9e-13,395.1674866729765,2.3,7.471670675868082e-08,0.001,4.1265822784810124,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.397077159050228e-10,0.001320094684949862,140350240.96979815,2579286.068335226,140373939.37944007,2.1300885789409262e-08,1.554488403380724e-07,1.5690146493218279e-07,1.9704842856902716e+16,2.4618069697864983e-14,2.273166713838992e+26,pH,4.1265822784810124,,,,,
0.24,3.9e-13,395.1674866729765,2.3,5.9176857481888305e-08,0.001,4.227848101265822,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.74931892852881e-10,0.00132025518151024,147029910.29540473,2702538.5808284148,147054745.7114378,2.4123007925392e-08,1.7058626169412935e-07,1.7228346464517861e-07,2.162509823625563e+16,2.968159219014651e-14,2.168428098106795e+26,pH,4.227848101265822,,,,,
0.24,3.9e-13,395.1674866729765,2.3,4.686904192314192e-08,0.001,4.329113924050633,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,8.101560698007393e-10,0.0013204261566352675,153708992.7007532,2825862.2587082414,153734966.53196824,2.598090048850863e-08,1.8641054154635117e-07,1.8821237257363744e-07,2.363443993458539e+16,3.542389718979771e-14,2.074759663168982e+26,pH,4.329113924050633,,,,,
0.24,3.9e-13,395.1674866729765,2.3,3.712105009066357e-08,0.001,4.4303797468354436,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,8.453802467485979e-10,0.0013206077256681114,160387454.24852252,2949258.4930506037,160414567.93564835,2.7851154826138476e-08,2.029368366924847e-07,2.0483907467058558e-07,2.573283360598074e+16,4.195904651190174e-14,1.9888587321227806e+26,pH,4.4303797468354436,,,,,
