frequency_hz,frequency_mhz,spectrum_unscaled_mv,field_response_abs_v_per_hz,spectrum_display_mv,z_m,r_m,salinity_key,note
543688.2716049299,0.5436882716049299,0.041846030154816576,1.8960829927485266e-09,19.2881355801581,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
554783.9506172754,0.5547839506172755,0.040709081552717706,1.8261984997743936e-09,18.577227048943584,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
565879.6296296209,0.5658796296296209,0.03787584429141353,1.707390801880356e-09,17.3686412466814,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
576975.3086419664,0.5769753086419664,0.03450377832559059,1.5590610074636927e-09,15.8597383156244,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
588070.9876543119,0.588070987654312,0.032446484553941314,1.4591625544400298e-09,14.843509113876573,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
599166.6666666574,0.5991666666666574,0.03147740980681991,1.4248194491965852e-09,14.494149685669807,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
610262.3456790029,0.610262345679003,0.030698692276348503,1.3729723472794648e-09,13.96672871568048,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
621358.0246913484,0.6213580246913484,0.028315780377258726,1.2864419790981474e-09,13.086487987998575,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
632453.7037036939,0.6324537037036939,0.027607352146630952,1.2369362574225544e-09,12.582884994182232,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
643549.3827160395,0.6435493827160396,0.027386666760031955,1.2395478066301664e-09,12.609451297125363,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
654645.061728385,0.654645061728385,0.027615403196479888,1.2399265974434588e-09,12.613304592888916,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
665740.7407407305,0.6657407407407305,0.026769915304967477,1.2062594758441959e-09,12.27082169077769,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
