case,Pe,Time_s,Time_norm,Porosity,RE_abs_f_low,RE_abs_f_high,RE_spectral_ratio_high_over_low,TTM_spectral_ratio_high_over_low,L_sigma_index,RE_abs,TTM_abs,RE_abs_norm,TTM_abs_norm,RE_spectral_ratio_high_over_low_norm,L_sigma_index_norm
Pe10,10.0,121.4,0.2987204724409449,0.9123,110945.43739850115,481595.82816408545,4.340834913600437,1.9960114621748135,2.0907879158251098e-11,238300.11013361078,5.89674341008627e-12,0.00016106126530720475,1.4125441104700022e-05,1.0947570809199885,9.409947116222349e-05
Pe10,10.0,126.4,0.31102362204724415,0.91645,106638.17782672515,462950.8585016027,4.341323791689736,1.494322242817029,2.030977431809875e-11,229063.34321636724,6.4165359902081156e-12,0.00015481835855317576,1.5370585918804082e-05,1.0948803758069443,9.140759846045826e-05
Pe10,10.0,131.4,0.32332677165354334,0.9202,99320.12533518574,431251.1623257008,4.342031998754669,1.146963877829241,1.914321795679383e-11,213363.81119596923,3.8075408347223116e-12,0.0001442074255975907,9.120829935149497e-06,1.0950589853865584,8.6157312869612e-05
Pe10,10.0,136.4,0.33562992125984253,0.9225,89505.87787377648,388713.6722052451,4.342884304798611,1.1914938540229605,1.7368530186816006e-11,192302.0814417692,2.7283673225676246e-12,0.00012997231323499928,6.5357078045817895e-06,1.0952739366794062,7.817002829765794e-05
Pe10,10.0,141.4,0.3479330708661418,0.92505,86939.71797363645,377585.79085498437,4.343075865158468,1.0395755205168218,1.6950224632627138e-11,186793.3041782702,3.687753795982548e-12,0.00012624906427864232,8.833884303781048e-06,1.0953222481366607,7.628737290561835e-05
Pe10,10.0,146.4,0.36023622047244097,0.9277,85288.98571588614,370430.97822919366,4.343245204757972,1.959479665352815,1.6706027483289786e-11,183250.7030307339,3.740297823142994e-12,0.0001238547060763694,8.959751669790073e-06,1.095364955525752,7.518832204359445e-05
Pe10,10.0,151.4,0.3725393700787402,0.9297,82862.59891074295,359909.70229901385,4.343451774746983,0.9297777192042219,1.629231110273293e-11,178042.1985706921,3.4795228029481655e-12,0.0001203344042258071,8.335074295658727e-06,1.095417052406347,7.332632100910953e-05
Pe10,10.0,156.4,0.3848425196850394,0.9324,80765.00783547467,350810.11580412433,4.343590438556696,1.2847387016425083,1.5946320226879472e-11,173538.24725047217,5.304312454679707e-12,0.00011729029275598885,1.27062936215515e-05,1.0954520233717422,7.176913014348717e-05
Pe10,10.0,161.4,0.3971456692913386,0.93465,79617.99599289714,345837.6080904697,4.343711541311872,1.378895429236172,1.5775304007768043e-11,171076.39820659105,3.591963226886357e-12,0.00011562638869073052,8.604421370081147e-06,1.095482565445188,7.099944252205294e-05
Pe10,10.0,166.4,0.40944881889763785,0.93645,77832.79800061633,338094.718687998,4.343859238946039,2.907560658270573,1.547977612207587e-11,167243.7128060367,2.6104665987452534e-12,0.00011303596957681728,6.2532807741456726e-06,1.0955198147380218,6.966936893846096e-05
Pe10,10.0,171.4,0.42175196850393704,0.9383,76422.49522436719,331978.86270782736,4.343994026015215,1.8193533374050455,1.5254510787792225e-11,164216.20885281777,7.0925360988665915e-12,0.00011098975307631038,1.698992036454121e-05,1.0955538079907796,6.865552393453538e-05
Pe10,10.0,176.4,0.4340551181102363,0.94025,75180.66533023042,326593.06602804683,4.344109813254374,1.3813918016643623,1.506003375550139e-11,161550.2044353959,3.2463557590319087e-12,0.0001091878653451473,7.77653085611166e-06,1.0955830094929033,6.778024692756338e-05
Pe10,10.0,181.4,0.4463582677165355,0.9425,74326.25842836809,322888.5765037652,4.344205982263307,0.9409960015019073,1.4942368421083224e-11,159716.24327312995,4.706160753672507e-12,0.00010794833547185764,1.127344229385065e-05,1.0956072632840725,6.72506740493642e-05
Pe10,10.0,186.4,0.45866141732283466,0.9448,73112.62705564925,317624.64774896676,4.3443199969713655,1.9704009436669931,1.4756415906948816e-11,157110.65195406228,3.639670718923341e-12,0.00010618727948876468,8.718702986586401e-06,1.0956360177544593,6.64137630882432e-05
Pe10,10.0,191.4,0.4709645669291339,0.94675,72145.06253518206,313428.43183759495,4.344419712502838,1.5735466382669479,1.4609685013934708e-11,155033.48956085666,3.2685833666382704e-12,0.00010478337580147447,7.829776307084648e-06,1.0956611659774003,6.57533757131641e-05
Pe10,10.0,196.4,0.4832677165354331,0.94845,71074.15253145984,308782.97185186326,4.344518518390851,1.342801513466794,1.4435477675916864e-11,152734.16164274528,5.8181264847285834e-12,0.00010322931582374488,1.3937117029571859e-05,1.0956860847885717,6.496932591758316e-05
