Time_s,Time_norm,RE_abs,TTM_abs,RE_real,RE_imag,TTM_real,TTM_imag,case,Pe,RE_phase_rad,TTM_phase_rad
0.4,0.0002961646675551607,1479568069.7141895,4.1750654021883793e-07,1478882337.1017883,45041158.13481401,-7.993587974670762e-08,4.0978282815977545e-07,Pe1,1.0,0.030446803176731173,1.763445965855214
0.8,0.0005923293351103214,1477579500.4751415,4.1664490582714547e-07,1476875505.360658,45606160.65916928,-7.931541564451116e-08,4.090257233877221e-07,Pe1,1.0,0.030870355921883426,1.7623322346619494
1.6,0.0011846586702206428,1472744491.848109,4.1430854668823717e-07,1472008090.0523236,46567382.24826144,-8.049387412145462e-08,4.0641396148242573e-07,Pe1,1.0,0.03162472893335611,1.7663246831491255
3.2,0.0023693173404412855,1469560817.0829256,4.13630742685984e-07,1468795237.9233289,47429359.67507208,-7.959525778004704e-08,4.059002170902186e-07,Pe1,1.0,0.03228011870745162,1.7644348790841615
6.4,0.004738634680882571,1424647807.8234367,3.9066991255634997e-07,1423838032.17611,48027434.5034826,-7.804971470609557e-08,3.827939688802362e-07,Pe1,1.0,0.03371818352057539,1.771934103842175
12.8,0.009477269361765142,1330631883.8219702,3.453193910269278e-07,1329648491.650224,51147814.18486658,-7.303001082247271e-08,3.375086655753861e-07,Pe1,1.0,0.038448212951924625,1.783890816699576
25.6,0.018954538723530284,1222565784.4388633,2.9917513527807037e-07,1221224788.1297557,57246084.04115063,-6.711206222529082e-08,2.9155056623597975e-07,Pe1,1.0,0.04684167058384862,1.797045283052222
50.6,0.03746483044572783,1096342198.5220356,2.533310334233314e-07,1094298072.9716198,66917439.81003471,-6.437727080112966e-08,2.4501465160175844e-07,Pe1,1.0,0.0610749636745781,1.8277372710931352
75.6,0.05597512216792536,936927266.33054,1.9586262763866314e-07,934289029.5448717,70261736.85385466,-5.550559403117068e-08,1.8783316516730608e-07,Pe1,1.0,0.07506213378775917,1.858123960860047
100.6,0.0744854138901229,827885150.928278,1.6317756269546025e-07,824550798.705002,74228050.50977053,-5.182626103542101e-08,1.5472865162703145e-07,Pe1,1.0,0.08978040461582648,1.894000588928845
125.6,0.09299570561232046,721321839.918224,1.3447418505437377e-07,717216133.039319,76851904.66824995,-4.687538673068346e-08,1.2603969440175118e-07,Pe1,1.0,0.10674576153573717,1.9268549567118258
150.6,0.11150599733451799,603839005.9306992,1.0227257604245283e-07,599421841.7472479,72904051.46294853,-3.856513346785308e-08,9.472280765985548e-08,Pe1,1.0,0.12102951318498457,1.9574398705578755
