TimeStep,Time_s,Porosity,Permeability_mD,k_k0,DissolutionRate,SurfaceArea_cm2,GrainVolume_cm3,InjectedPV,OutletHConc,Tortuosity,Time_min,Porosity_raw,Porosity_used,valid_poroelastic,C_molL,pH,omega_t,Lambda_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,matrix_cond,case,Pe,k0_m2,InjectedPV_norm,Time_norm,PoreVolumeToSurface_m
53,1125.6,0.9869,4561698.7075769305,242.2899818853763,1.109208483621071e-07,0.045060422004766724,2.7515134846109197e-05,344.1564317865767,7.045053473073868e-05,1.0043716281258797,18.759999999999998,0.9869,0.95,False,0.07145053473073869,1.1521157061780771,210.0966702521862,0.00019513510604327551,1.2235106567884503e-11,0.8542805156742566,-107878.19956388656,-105253.59529746046,150718.36405756042,-1.9476955198433525e-12,-2.890708315371363e-12,3.4856437572670864e-12,1.7864447013537114e+26,Pe1,1.0,4.5020467420875596e-09,0.8334073745002222,0.8334073745002221,0.00046002162117346484
54,1150.6,0.9893,4584825.284312135,243.51832645993935,1.1089189041373859e-07,0.039323507027796537,2.129407887366177e-05,351.80027577615067,7.201090740847702e-05,1.0042424804249408,19.176666666666666,0.9893,0.95,False,0.07301090740847702,1.1426017165056856,209.06379233294788,0.00019561654382158463,1.2188476858846918e-11,0.8730489794791179,-105144.68873551261,-102614.63275171927,146918.91785627216,8.799935982785029e-13,-3.0817385026154733e-12,3.2049182410030067e-12,1.8526052789700087e+26,Pe1,1.0,4.52487089951677e-09,0.8519176662224198,0.8519176662224196,0.0005006691669308202
55,1175.6,0.99235,4608858.892901255,244.79484710783439,1.1857005490824532e-07,0.03427498838324036,1.5660952859400997e-05,359.44411976572457,7.429495485138645e-05,1.0040494583724027,19.59333333333333,0.99235,0.95,False,0.07529495485138646,1.1290406768800225,208.01357839151837,0.00019610973414949657,1.2128413251339995e-11,0.9005342172168711,-101416.45486688388,-99013.27991067102,141735.4116529655,1.0361823309876826e-12,-2.977486675272395e-12,3.1526339344230448e-12,1.760588027864354e+26,Pe1,1.0,4.548590227816454e-09,0.8704279579446172,0.8704279579446172,0.0005927127982478931
56,1200.6,0.99435,4626565.410115753,245.73531073995198,1.2634624217941083e-07,0.028129030765784584,1.043769049820795e-05,367.0879637552985,7.579759886612778e-05,1.0039146174414155,20.009999999999998,0.99435,0.95,False,0.07679759886612779,1.1203445518311108,207.24531358477037,0.00019647289033717727,1.2083574827900077e-11,0.918629335148855,-99039.63768639835,-96715.82170702437,138429.76559077887,2.2196942736234308e-12,-3.005255693707016e-12,3.7361215789793415e-12,1.4218962348854478e+26,Pe1,1.0,4.566065202217293e-09,0.8889382496668149,0.8889382496668148,0.0006530410429130498
57,1225.6,0.99665,4638949.223159367,246.3930643598974,1.412852966082016e-07,0.02135407028661062,6.3325782127363235e-06,374.73180774487247,7.747736855177309e-05,1.0038400688169358,20.426666666666666,0.99665,0.95,False,0.07847736855177309,1.110825138118797,206.70741571631396,0.00019672835694857795,1.2039157149812741e-11,0.9387919329947491,-96550.08893581983,-94307.79584952712,134966.21811220318,-4.4182946587785306e-12,-2.2933300128953668e-12,4.978020715087228e-12,1.0179824877527892e+26,Pe1,1.0,4.578287075852879e-09,0.9074485413890124,0.9074485413890123,0.0008822623748301208
58,1250.6,0.99795,4650288.898450856,246.99535966633607,1.4782974321728305e-07,0.014361597268177186,3.556844057405178e-06,382.3756517344464,7.910695558710192e-05,1.0037870552051005,20.84333333333333,0.99795,0.95,False,0.08010695558710192,1.1017853288880368,206.21425243441126,0.0001969634553103297,1.1994103912169844e-11,0.9583366067627597,-94222.66142352133,-92055.28627662221,131727.3155317545,-9.952091847699276e-13,-2.600032311135389e-12,2.7839916200302143e-12,1.740200147982172e+26,Pe1,1.0,4.589478465612484e-09,0.9259588331112101,0.9259588331112099,0.001205638206719764
59,1275.6,0.99895,4657428.471686937,247.37457082887212,1.5420339167006398e-07,0.008114350407742561,1.91923275818422e-06,390.0194957240203,8.232695485385976e-05,1.0037484357760162,21.259999999999998,0.99895,0.95,False,0.08332695485385976,1.0844579481694758,205.90605967497598,0.00019711080409033215,1.1916846148652278e-11,0.996896490360137,-89992.02027366511,-87957.81939069758,125837.75945598494,1.7475259124263601e-12,-2.607583952482136e-12,3.1390031672242608e-12,1.4175025722146312e+26,Pe1,1.0,4.596524676791229e-09,0.9444691248334075,0.9444691248334074,0.002250237415899335
60,1300.6,0.99935,4661537.679095246,247.5928271961479,1.5721155354420478e-07,0.005109899984180278,1.091790610035278e-06,397.66333971359427,8.633798006318066e-05,1.0037301899392013,21.676666666666666,0.99935,0.95,False,0.08733798006318066,1.0637981161809817,205.72829041413272,0.00019719594715840718,1.1814921588035952e-11,1.0449020691779234,-85122.25983098443,-83236.60672294631,119055.16291822062,-2.235296889197756e-12,-2.2571808561192568e-12,3.1766991673887577e-12,1.2645758688343697e+26,Pe1,1.0,4.600580149327021e-09,0.962979416555605,0.9629794165556049,0.003284968543766663
61,1325.6,0.99985,4664278.002198076,247.73837666741,1.9453869555387815e-07,0.002741656636559805,2.646630506285448e-07,405.3071837031681,9.05745850438142e-05,1.003714488950348,22.09333333333333,0.99985,0.95,False,0.0915745850438142,1.0429936469549717,205.61063869990073,0.00019725235747710147,1.1697531392468841e-11,1.095605475010423,-80375.5346339421,-78630.00570608545,112440.67042236566,-1.3083476383512626e-12,-2.142900649069308e-12,2.5107362933133754e-12,1.4414877810547767e+26,Pe1,1.0,4.603284638046733e-09,0.9814897082778024,0.9814897082778025,0.006434633903269657
62,1350.6,1.0,4667231.38137131,247.8952423949064,2.266898894570169e-08,0.0,-1.3574211199518516e-16,412.95102769274206,9.271305731372572e-05,1.0037057458225245,22.509999999999998,1.0,0.95,False,0.09371305731372573,1.0328590973553866,205.482320172924,0.0001973139374262311,1.1632356285867688e-11,1.121200084231107,-78102.59000926734,-76422.5556677063,109272.23609380095,2.471644643989083e-12,-2.2745814374416024e-12,3.3589801966837833e-12,1.0232975781772408e+26,Pe1,1.0,4.606199396766532e-09,1.0,1.0,
1,0.1,0.545,18827.434171818397,1.0,5.287181462497248e-07,0.7466378405944797,0.0010917577054633998,0.3057537595829573,0.0,1.2186342353756738,0.0016666666666666668,0.545,0.545,True,0.0010001,7.0,24068.475757911925,1.8231428548550947e-05,1.2591082677578816e-09,0.005666831209192366,1478876230.5528464,45038667.779614106,1479561890.1855907,-8.08144770065852e-08,4.095584626777636e-07,4.174555234331209e-07,1.411875653362231e+27,Pe10,10.0,1.858123346338378e-11,0.0002460629921259843,0.0002460629921259843,1.751464643193459e-05
2,0.2,0.54505,19137.451143298018,1.0164662358476688,5.137249892453278e-07,0.7464531600009309,0.0010911924546193347,0.6115075191659146,4.413152322612699e-07,1.2158456257877204,0.0033333333333333335,0.54505,0.54505,True,0.00144131523226127,3.355251082358269,23735.064163254367,1.8359032407226528e-05,3.1962267773400574e-10,0.008167575955187906,307877101.4516944,27211136.988421008,309077264.7324606,-6.773907630674184e-09,1.579643727685356e-08,1.718759015192283e-08,4.56156862112101e+27,Pe10,10.0,1.8887196435932454e-11,0.0004921259842519686,0.0004921259842519686,1.7513440368560593e-05
3,0.4,0.54605,19232.110023392655,1.0214939459026229,4.896064635531673e-07,0.7458272278160057,0.0010892933342058762,1.2230150383318292,1.4094054154499476e-06,1.215773261787715,0.006666666666666667,0.54605,0.54605,True,0.0024094054154499478,2.850964064117656,23662.982717812494,1.8386973503178484e-05,1.8283002831275272e-10,0.013678813575962191,124843786.9123201,20490996.644279875,126514236.64586006,-2.281737570614175e-09,1.9594658251030965e-09,3.0076290763488834e-09,5.700995558579015e+27,Pe10,10.0,1.8980617490249757e-11,0.0009842519685039372,0.0009842519685039372,1.756835113418271e-05
4,0.8,0.54845,19800.98422728323,1.0517091201371496,4.751131551811344e-07,0.7444257013312975,0.001084569095803143,2.4460300766636585,3.0367944292067077e-06,1.2148964089654521,0.013333333333333334,0.54845,0.54845,True,0.004036794429206708,2.517584605935825,23100.831503397512,1.8609349281607768e-05,9.945349232791643e-11,0.023035321675706228,45039908.49237707,10303182.8749009,46203343.32443218,-3.887147499869564e-10,3.2002823419267945e-10,5.035049429130825e-10,6.852721163600249e+27,Pe10,10.0,1.9542052696838316e-11,0.0019685039370078744,0.0019685039370078744,1.7695672039012336e-05
5,1.6,0.5531,21538.406674345857,1.1439905447437626,4.670315291514882e-07,0.7415920009413003,0.0010744811918787973,4.892060153327317,4.082445707572463e-06,1.2143814472210006,0.02666666666666667,0.5531,0.5531,True,0.005082445707572463,2.389079582233297,21426.516014964607,1.9322762396746936e-05,6.904292861854816e-11,0.029260569542139982,25435169.72427921,6513279.641211549,26255869.25979619,-2.7378306556417405e-10,-1.6873589355252189e-10,3.2160374494505633e-10,4.716513653132328e+27,Pe10,10.0,2.125675539178744e-11,0.003937007874015749,0.003937007874015749,1.7931932067384084e-05
6,3.2,0.5619,25565.858638046506,1.3579045559120548,4.576117383872013e-07,0.736244691291428,0.0010535921925117922,9.784120306654634,4.668431447028155e-06,1.2028156352494521,0.05333333333333334,0.5619,0.5619,True,0.005668431447028155,2.3308290141509,18514.678786551744,2.0786764823891882e-05,5.458779718605719e-11,0.033472280214348615,17758970.044454675,4937960.863175662,18432701.227060918,-1.1276916205563582e-10,-7.246288568223809e-12,1.1300173719347956e-10,8.222440131278466e+27,Pe10,10.0,2.5231541574394363e-11,0.007874015748031498,0.007874015748031498,1.8354229014033832e-05
7,6.4,0.57825,30717.828033034362,1.6315461657018537,4.562163636422273e-07,0.7251048647716256,0.0010120648379781537,19.568240613309268,6.071643287355208e-06,1.197561060019819,0.10666666666666667,0.57825,0.57825,True,0.007071643287355208,2.2166937514215257,15927.369977863762,2.2411604988109566e-05,3.251167312395746e-11,0.043162058236681185,8304869.743303198,2592777.56962891,8700192.927677164,-6.393232210561842e-11,-1.1976548290730805e-10,1.3576123417911772e-10,2.522500457175832e+27,Pe10,10.0,3.0316140211194784e-11,0.015748031496062995,0.015748031496062995,1.9136744909998e-05
8,11.4,0.60545,40312.650025427545,2.1411653684477634,4.3062758322145804e-07,0.7083694972851644,0.0009451950549714883,34.85592859245713,1.0069155696249612e-05,1.1804979597565002,0.19,0.60545,0.60545,True,0.011069155696249614,1.9970069437296407,12891.04998077635,2.4911555571909278e-05,3.817604169398213e-13,0.07176178712030351,-59100.4065399216,-21821.546227675037,63000.30105444391,-1.1156012468386452e-11,-6.345551682187927e-11,6.442871432309198e-11,2.3706520305446265e+25,Pe10,10.0,3.9785493594840036e-11,0.028051181102362207,0.028051181102362207,2.047565600252641e-05
9,16.4,0.633,51225.60044215022,2.7207956206176305,4.220854744256837e-07,0.6796813208668291,0.0008813217576017262,50.14361657160499,8.024749996282328e-06,1.1660474692825848,0.2733333333333333,0.633,0.633,True,0.00902474999628233,2.095568488758144,10737.842248200626,2.7295212755627527e-05,1.244179131457425e-11,0.061928096721862745,2144549.096020943,828120.3998969052,2298885.430370477,-1.4287122856340276e-11,-5.2433859551126485e-11,5.434548285680622e-11,1.262185890415287e+27,Pe10,10.0,5.0555738632848357e-11,0.040354330708661415,0.040354330708661415,2.236489187753624e-05
10,21.4,0.6586,64380.312012166076,3.4194947343665616,4.204375574495893e-07,0.6545738204055471,0.0008190860213753862,65.43130455075286,9.599713017738464e-06,1.1525285331239241,0.35666666666666663,0.6586,0.6586,True,0.010599713017738464,2.0177417499474672,8993.599856381068,2.9824846213709542e-05,2.131270691408347e-12,0.0765649032797093,290053.3757661803,121699.24770505319,314549.944659561,-7.367186932492521e-12,-3.839634106451256e-11,3.9096731966248304e-11,2.067767835722733e+26,Pe10,10.0,6.353842998607659e-11,0.052657480314960634,0.05265748031496063,2.4139545676224204e-05
11,26.4,0.6836,82204.84843438726,4.366226841331068,4.1548138739607977e-07,0.627225644896056,0.0007577056968061065,80.71899252990072,1.123929134580668e-05,1.1343481545258676,0.44,0.6836,0.6836,True,0.012239291345806681,1.9492610708228333,7428.050540904651,3.28176567646017e-05,5.611431721029523e-12,0.09323476477142222,-605344.2225730738,-273087.013322176,664091.9700220937,-2.6986076604576453e-11,-8.973123848561317e-11,9.37013526619016e-11,1.633975608692334e+26,Pe10,10.0,8.11298802928653e-11,0.06496062992125984,0.06496062992125984,2.610010923825128e-05
12,31.4,0.70855,101057.77744074281,5.367580973514163,4.1008523003780885e-07,0.5985734303189699,0.0006979628647553007,96.00668050904858,1.3023989643997526e-05,1.121163763847199,0.5233333333333333,0.70855,0.70855,True,0.014023989643997526,1.8852559577832306,6336.483447034828,3.5532097173586816e-05,1.1813424040950156e-11,0.1120312474668491,-1007823.5561751573,-481635.3781305798,1116996.4001054466,-1.6308353920873673e-11,-3.432772316036987e-11,3.8004670568016635e-11,6.469719356234028e+26,Pe10,10.0,9.973627520248346e-11,0.07726377952755906,0.07726377952755906,2.8347928187592238e-05
13,36.4,0.7322,125217.7364952815,6.650812604232183,4.0646990863054e-07,0.5693503126685443,0.0006425201306613233,111.29436848819645,1.5156491406504711e-05,1.1092476792621802,0.6066666666666667,0.7322,0.7322,True,0.01615649140650471,1.819401322394561,5341.361165788124,3.8700717894358765e-05,1.7079863452947944e-11,0.13480764992316618,-1106020.6752849817,-563110.8033173586,1241118.6530588313,-2.6950888173156816e-11,-2.700737059539932e-11,3.81542715799849e-11,7.570604715906691e+26,Pe10,10.0,1.2358030172045365e-10,0.08956692913385828,0.08956692913385828,3.085505517721917e-05
14,41.4,0.75355,155980.90782297455,8.284767132871062,3.9684284512268324e-07,0.534422768217349,0.0005890208820107734,126.58205646734432,1.7362056740974645e-05,1.0974665321322572,0.69,0.75355,0.75355,True,0.018362056740974644,1.7603988287939163,4460.319234869481,4.2350839335988285e-05,2.0683179659299305e-11,0.15937069723990596,-829456.2071941361,-405539.7606903786,923287.6567753362,-5.38935078850702e-11,-1.3055961532334167e-11,5.545239691566013e-11,8.40956919261515e+26,Pe10,10.0,1.5394119228564586e-10,0.1018700787401575,0.10187007874015748,3.369992940498208e-05
15,46.4,0.77515,200539.8464935528,10.651469800049988,3.762042926592855e-07,0.4942413975602244,0.0005411328569760677,141.86974444649218,2.0039427856498758e-05,1.0874792807322806,0.7733333333333333,0.77515,0.77515,True,0.02103942785649876,1.6981146821217858,3601.4772826645003,4.7130782864222556e-05,2.3238043474021598e-11,0.18956801653109598,-620638.9046361215,751729.9236427051,974828.460831849,3.2186768619060836e-11,1.0408838149756157e-10,1.0895127001058262e-10,1.0794075099568448e+27,Pe10,10.0,1.9791744708291057e-10,0.1141732283464567,0.1141732283464567,3.774484489476623e-05
16,51.4,0.7919,263667.0978609036,14.004409493863498,3.4878020756302194e-07,0.46313613947540544,0.0004985814027393316,157.15743242564005,2.430016171028845e-05,1.077106373550207,0.8566666666666667,0.7919,0.7919,True,0.02530016171028845,1.6143908362925412,2825.350980769536,5.321190297218773e-05,2.5422521027384456e-11,0.23512641296608394,-3653624.2642904427,-162256.44480119844,3657225.3715749322,1.9691516342656868e-10,-3.463817431277307e-10,3.984418320903535e-10,4.29798242175165e+26,Pe10,10.0,2.602192023223059e-10,0.12647637795275593,0.1264763779527559,4.0966198655197544e-05
17,56.4,0.80795,349990.08251301653,18.589366948200233,3.300368870823503e-07,0.43379094419394104,0.00046065179778586717,172.4451204047879,2.9001059119451582e-05,1.0745004355600827,0.94,0.80795,0.80795,True,0.030001059119451584,1.5375861413653769,2176.901351700386,6.0621352145667296e-05,2.568113405338411e-11,0.28515487309657317,-1609168.9897542302,-1099618.6722154045,1948996.167741594,-1.9026894197994007e-10,-3.0417376699624535e-11,1.9268494255507528e-10,2.739425729033264e+26,Pe10,10.0,3.4541336720101857e-10,0.13877952755905512,0.13877952755905512,4.467478413965206e-05
18,61.4,0.8218,442767.238732758,23.51713115510495,3.157628351754138e-07,0.40783963111107374,0.00042677188529512697,187.73280838393578,3.303267977090628e-05,1.069308541492342,1.0233333333333332,0.8218,0.8218,True,0.03403267977090628,1.4810561928084602,1758.7504425562001,6.744393227792775e-05,2.5189338493239516e-11,0.33061725310681167,-1023313.490047526,-845616.9442308092,1327493.3202406329,5.4076132097131954e-11,-2.3879818085045525e-11,5.911407424938102e-11,4.2570238912796856e+26,Pe10,10.0,4.3697730438202134e-10,0.15108267716535434,0.15108267716535434,4.825749933198549e-05
19,66.4,0.83425,578850.469244243,30.745053413103303,2.937862359939323e-07,0.3817539874417003,0.0003959993799683764,203.02049636308365,3.668188222651691e-05,1.0635418930332383,1.1066666666666667,0.83425,0.83425,True,0.03768188222651691,1.4355483878434203,1373.0672921063212,7.633067141895843e-05,2.3687563442910928e-11,0.37362884598464874,-736076.5060965712,-649188.4041781605,981455.1476999457,3.580162481944379e-11,-1.4797809039725457e-11,3.8739275833298617e-11,3.683007386859305e+26,Pe10,10.0,5.712810153130769e-10,0.16338582677165356,0.16338582677165356,5.2209989059126105e-05
20,71.4,0.84605,669868.2074469182,35.579367923091816,2.928747175675472e-07,0.36102405113345976,0.0003689574384177336,218.30818434223153,3.9666447103846834e-05,1.0575881160642235,1.1900000000000002,0.84605,0.84605,True,0.040666447103846835,1.4015766972393584,1210.0594265242837,8.13095661712393e-05,2.3267828876041733e-11,0.41122722655408267,-599791.5998337754,-544683.9732567985,810204.0446418251,-3.426278026162382e-11,-1.7832773288611377e-11,3.862571571400756e-11,2.4897290618863873e+26,Pe10,10.0,6.611085418585972e-10,0.17568897637795278,0.17568897637795278,5.6163798398582616e-05
21,76.4,0.85665,777223.779017544,41.28144982075791,2.7458654054558887e-07,0.33950958461637115,0.00034335443164501935,233.5958723213794,4.349610693746087e-05,1.0526384559315045,1.2733333333333334,0.85665,0.85665,True,0.04449610693746087,1.3615496122692647,1060.9494834501788,8.683556625161202e-05,2.2715348470737245e-11,0.4577331088928607,-494928.3932821363,-457231.3100097149,673806.0442961587,3.1667639890241494e-12,-1.1470265401891098e-11,1.1899385805662411e-11,5.586489225316591e+26,Pe10,10.0,7.670602568264653e-10,0.18799212598425202,0.187992125984252,6.043608729753348e-05
22,81.4,0.8655,955064.6148420768,50.727284776363895,2.503779680288052e-07,0.31816231388086114,0.00032090344029400393,248.88356030052728,4.72454896714896e-05,1.0474070827143833,1.3566666666666667,0.8655,0.8655,True,0.0482454896714896,1.3256396454463666,876.6685139424214,9.552725295112064e-05,2.1329279532928994e-11,0.5039348129871104,-403787.6303802037,-377548.1393102372,552799.2835963903,1.9808385263702748e-11,-5.736725214688007e-12,2.0622369964291528e-11,2.2614399895041047e+26,Pe10,10.0,9.425755213931715e-10,0.20029527559055124,0.20029527559055121,6.490384479732225e-05
23,86.4,0.8738,1077370.101752903,57.22341620854267,2.45836444269734e-07,0.30137390591862656,0.0003020202029292772,264.1712482796751,4.73886959562205e-05,1.044805995838041,1.4400000000000002,0.8738,0.8738,True,0.0483886959562205,1.32432524206679,786.5531283306767,0.00010085117492455596,2.0458969322851423e-11,0.5115479616895047,-369562.1215026977,-347685.58769993315,507406.5722316007,4.8261225744052655e-12,-7.063560425602895e-12,8.554843364394666e-12,4.7275479772428523e+26,Pe10,10.0,1.063281656143311e-09,0.21259842519685043,0.21259842519685043,6.938778653255739e-05
24,91.4,0.8818,1248689.660250478,66.32288015748652,2.3247235952474038e-07,0.28639221810342624,0.00028452438098815853,279.458936258823,5.031032685719895e-05,1.0444529285751092,1.5233333333333334,0.8818,0.8818,True,0.051310326857198954,1.2983428611314818,685.0831796396845,0.0001080620845942832,1.9460443305665028e-11,0.5475856128793931,-320332.94898314076,-303087.4022900692,440993.3918225733,8.731318699550349e-13,-6.45254927167434e-12,6.511355570518034e-12,4.9059011235746075e+26,Pe10,10.0,1.2323609201702805e-09,0.22490157480314962,0.22490157480314962,7.411581558503383e-05
25,96.4,0.8879,1437822.0800504447,76.36845610129022,2.240321749066685e-07,0.26813409102366237,0.00026826336557547953,294.7466242379709,5.419546813029773e-05,1.0431080104910913,1.6066666666666667,0.8879,0.8879,True,0.05519546813029773,1.2660370280057447,599.854919044486,0.0001154840167916279,1.852163578750027e-11,0.593887510340775,-275857.2373969542,-262236.5026684668,380611.6114309551,-1.6545973278068598e-11,-8.07042019079941e-12,1.8409261630348537e-11,1.3517712640926763e+26,Pe10,10.0,1.4190201120562492e-09,0.23720472440944887,0.23720472440944884,7.924425335616408e-05
26,101.4,0.894,1995091.3456711262,105.9672458532588,1.7722574109502591e-07,0.24396486592135397,0.00025404285647601457,310.0343122171187,5.764769537202569e-05,1.0374845390122398,1.6900000000000002,0.894,0.894,True,0.058647695372025695,1.239218050159715,437.632632792597,0.00013520418801356247,1.6091462043455278e-11,0.638811580097654,-217599.83909500137,-208122.14226695045,301105.4899465555,-5.237907295223302e-13,-3.896328474220305e-12,3.9313779145934905e-12,4.492922299399218e+26,Pe10,10.0,1.9690021346711885e-09,0.2495078740157481,0.24950787401574806,8.782362398389445e-05
27,106.4,0.8993,2105709.318889876,111.84260689339071,1.8302477326651308e-07,0.23162646339644927,0.00024187905220625968,325.3220001962666,5.982854582049134e-05,1.0342232102546298,1.7733333333333334,0.8993,0.8993,True,0.06082854582049134,1.2230915528960666,418.4162009968475,0.0001382740704196933,1.5905306892600916e-11,0.6685958583914047,-202254.63067423814,-193958.00499261226,280226.0575497694,1.2297310136718338e-12,-3.615656886335253e-12,3.819059188555461e-12,4.030585946611664e+26,Pe10,10.0,2.0781735898395486e-09,0.2618110236220473,0.2618110236220473,9.325780834300776e-05
28,111.4,0.90365,2192635.23874088,116.45958863703785,1.8720883352529703e-07,0.22144784047101013,0.00023079850770782277,340.6096881754145,6.224871386868291e-05,1.032696685198744,1.8566666666666667,0.90365,0.90365,True,0.0632487138686829,1.2058696171720529,404.36883623135753,0.00014065531718654247,1.5750142768198543e-11,0.6995924187682038,-189273.0805129487,-181864.63437224508,262486.2743882269,-5.258134830294397e-12,-4.3370673678088156e-12,6.816020484598559e-12,1.9999053829775537e+26,Pe10,10.0,2.1639628055144373e-09,0.2741141732283465,0.27411417322834647,9.774849533329305e-05
29,116.4,0.90835,2319478.846980258,123.19675776384548,1.8069720194514592e-07,0.20863080852194718,0.00021977304466406795,355.8973761545623,6.285878917448187e-05,1.0293570449975524,1.9400000000000002,0.90835,0.90835,True,0.06385878917448187,1.2016339888912309,385.4902169007527,0.00014405830915823086,1.5509697136269944e-11,0.712317768948261,-180610.4507922535,-173867.68362307956,250699.23482898052,-4.445922502180296e-12,-4.001347500144241e-12,5.981388527115061e-12,2.1029956178513925e+26,Pe10,10.0,2.2891477179419513e-09,0.2864173228346457,0.2864173228346457,0.00010440390310155161
30,121.4,0.9123,2464799.6857474064,130.9153261806014,1.7933741283128165e-07,0.19812275007039074,0.00020941070494900427,371.18506413371017,6.374426975019467e-05,1.0265256747238023,2.0233333333333334,0.9123,0.9123,True,0.06474426975019466,1.195558849760255,365.34471270732985,0.0001479767825334377,1.5207054008917634e-11,0.7273360389074333,-171542.37638360122,-165409.05535779448,238300.11013361078,5.170650187666361e-12,-2.834776795654584e-12,5.89674341008627e-12,1.9608577014229526e+26,Pe10,10.0,2.4325682396967937e-09,0.2987204724409449,0.2987204724409449,0.00010995186813798886
31,126.4,0.91645,2582476.848917234,137.16562890883887,1.808886131450624e-07,0.18918500170720406,0.00020000433609196084,386.4727521128581,6.436199985866948e-05,1.023320457663249,2.106666666666667,0.91645,0.91645,True,0.06536199985866949,1.191370469947602,351.3801954194123,0.00015088857375733202,1.5027732453380164e-11,0.7399261172483058,-164773.2846864952,-159121.90251213836,229063.34321636724,5.7029113256614035e-12,-2.9408734289797195e-12,6.4165359902081156e-12,1.6815920575287044e+26,Pe10,10.0,2.5487065739069984e-09,0.31102362204724415,0.31102362204724415,0.00011596182171981246
32,131.4,0.9202,2839112.9616881497,150.7965947870815,1.5814854942460658e-07,0.1795557123282879,0.00019089196564158004,401.7604400920059,6.544837209033469e-05,1.0174763188661182,2.19,0.9202,0.9202,True,0.06644837209033469,1.184101151267193,322.769020418658,0.00015743419629293858,1.4541965294440032e-11,0.7596405853635053,-153332.6171479028,-148368.54264514384,213363.81119596923,-2.053365582607634e-12,-3.2064087375505153e-12,3.8075408347223116e-12,2.516143315380043e+26,Pe10,10.0,2.8019867332220425e-09,0.32332677165354334,0.32332677165354334,0.0001225935895368072
33,136.4,0.9225,3326801.654763635,176.6996832602562,1.3468925039091923e-07,0.17135800128726733,0.00018377462422037617,417.0481280711538,6.680702923850977e-05,1.0145472762780923,2.2733333333333334,0.9225,0.9225,True,0.06780702923850977,1.175177839936281,276.93877988960656,0.00016996249831300328,1.3536230737884566e-11,0.7793538423970706,-138085.9028336887,-133837.11729352927,192302.0814417692,-3.9831413230511704e-13,-2.699135805931382e-12,2.7283673225676246e-12,3.0485047481806623e+26,Pe10,10.0,3.2832980675647872e-09,0.3356299212598426,0.33562992125984253,0.00012765735087699525
34,141.4,0.92505,3382418.985369296,179.65374115779548,1.3837893466322576e-07,0.16712855270527305,0.0001776629229999051,432.3358160503016,6.798099155159851e-05,1.0139429892258025,2.356666666666667,0.92505,0.92505,True,0.06898099155159852,1.1676125052097515,273.30077627204815,0.00017108997422314907,1.3484114648860365e-11,0.7955124454755055,-134082.44375928343,-130052.43850606713,186793.3041782702,-2.5852194060587246e-12,-2.629860962545562e-12,3.687753795982548e-12,2.1466347527857196e+26,Pe10,10.0,3.3381881070233174e-09,0.3479330708661418,0.3479330708661418,0.00013120177817257375
35,146.4,0.9277,3439277.0521835987,182.67369949600655,1.3951192959133974e-07,0.16197143292173222,0.0001715922777410987,447.62350402944946,6.849823456595868e-05,1.0135737800526512,2.44,0.9277,0.9277,True,0.06949823456595867,1.1643206216191468,269.65074533463513,0.00017224403112377765,1.3432752910568242e-11,0.8040662523753395,-131501.4678395244,-127625.17039090976,183250.7030307339,2.613454670951483e-12,-2.675758301620327e-12,3.740297823142994e-12,2.0582805091672165e+26,Pe10,10.0,3.3943026579553096e-09,0.36023622047244097,0.36023622047244097,0.00013593414945987003
36,151.4,0.9297,3544170.6088732774,188.24501397956413,1.3945062088237232e-07,0.15713050273797477,0.00016600833187812615,462.91119200859737,6.926160014301865e-05,1.0129255742641254,2.5233333333333334,0.9297,0.9297,True,0.07026160014301866,1.1595074792137061,262.40207964846184,0.0001746068820212548,1.3281034182610407e-11,0.8151718991164243,-127725.698112436,-124036.97236540649,178042.1985706921,-2.2308824301938377e-12,-2.6702513961963762e-12,3.4795228029481655e-12,2.1214027920560506e+26,Pe10,10.0,3.4978245530722245e-09,0.3725393700787402,0.3725393700787402,0.00013971945776647136
37,156.4,0.9324,3569998.02734327,189.61681101968614,1.4066593459769559e-07,0.15323218606753744,0.00016037991734026797,478.1988799877452,7.055333336578059e-05,1.012974519799945,2.606666666666667,0.9324,0.9324,True,0.0715533333657806,1.1514824627293927,261.24763353389915,0.00017499224826691083,1.3275777409905057e-11,0.8325292118194837,-124456.52639880755,-120938.39876362236,173538.24725047217,-4.450635413118895e-12,-2.8857538073027395e-12,5.304312454679707e-12,1.3356583105516981e+26,Pe10,10.0,3.5233142341391104e-09,0.3848425196850394,0.3848425196850394,0.00014436288639830755
38,161.4,0.93465,3615814.575974165,192.05031035967986,1.3989591851359212e-07,0.14763484731377183,0.00015533430967731464,493.4865679668931,7.093082941234532e-05,1.0129954172477436,2.69,0.93465,0.93465,True,0.07193082941234533,1.1491649618052293,258.554425859337,0.00017590128226815217,1.3234276395175203e-11,0.8389236992617327,-122665.23349901095,-119249.21179602502,171076.39820659105,2.370002025689913e-12,-2.6991276778858683e-12,3.591963226886357e-12,1.9398711057178806e+26,Pe10,10.0,3.5685316535085238e-09,0.39714566929133865,0.3971456692913386,0.0001504810908772453
